"","daf2chd7_rep1","daf2chd7_rep2","daf2chd7_rep3","daf2chd7_rep4","daf2chd7_rep5","daf2_rep1","daf2_rep2","daf2_rep3","daf2_rep4","daf2_rep5"
"rig-6",1176,1191,1387,1044,1827,1428,1225,1538,2188,1213
"ril-1",2289,2343,2158,1884,4153,2552,2322,2015,3727,2015
"ril-2",16073,15806,11653,10495,18133,20638,15521,14353,19125,10053
"rilp-1",481,512,461,359,563,413,313,381,464,250
"rimb-1",494,422,528,436,680,323,309,432,408,228
"rin-1",1357,1230,1173,1017,1620,1302,880,1270,1369,692
"riok-1",2703,2338,1658,1939,2674,2045,1485,1611,2136,1301
"riok-2",5536,4952,3410,3320,4667,4725,3030,2933,4073,2152
"riok-3",2548,2305,1789,1607,2418,2351,1879,1873,2141,1149
"rip-1",20,13,14,17,34,23,18,14,21,13
"rla-0",47310,49298,37183,31946,60377,71469,62483,50176,65567,29088
"rla-1",16655,18016,13642,11951,22592,26129,20535,16201,21123,11162
"rla-2",9118,9224,7166,6375,11846,12547,10542,7833,10477,5778
"rlbp-1",410,386,379,328,519,418,366,468,473,268
"rle-1",874,841,929,868,1710,977,900,993,1443,702
"rmd-2",1308,1270,1339,1081,1737,2010,1717,1442,2018,1281
"rmd-3",0,1,3,2,4,3,1,0,1,5
"rme-1",2493,2025,2445,1990,2371,2093,1667,2047,2206,1166
"rme-2",43,6,11,413,11,940,554,1399,674,474
"rme-4",375,350,339,288,478,396,284,366,578,293
"rme-6",209,239,210,162,316,238,194,243,295,141
"rme-8",1654,1572,1661,1356,2542,1345,1128,1340,2441,1316
"rmh-1",9,5,12,40,14,78,39,87,53,46
"rmh-2",44,38,37,34,63,84,48,98,104,40
"rnf-1",306,281,207,234,277,299,168,237,266,172
"rnf-113",340,312,302,289,486,427,407,454,532,288
"rnf-121",235,239,263,208,298,324,217,249,366,181
"rnf-5",373,391,364,315,620,481,623,606,721,347
"rnh-1.0",2152,1937,1418,1224,1585,1680,1262,1069,963,539
"rnh-1.1",0,0,0,0,1,2,0,1,0,0
"rnh-1.2",47,25,18,38,32,80,110,144,54,43
"rnh-1.3",121,91,81,136,131,228,163,247,136,82
"rnh-2",108,94,84,101,130,155,137,188,172,85
"rnp-1",413,366,330,333,401,491,363,483,784,406
"rnp-2",217,248,241,189,307,332,414,359,340,166
"rnp-3",310,260,286,293,402,318,248,273,312,199
"rnp-4",714,686,660,579,961,970,887,836,1020,577
"rnp-5",151,177,211,201,279,363,254,335,424,208
"rnp-6",607,556,678,587,842,948,736,767,1062,622
"rnp-7",776,733,726,621,999,900,802,1008,1287,610
"rnp-8",29,17,15,139,31,290,160,453,210,135
"rnr-1",111,67,94,273,171,390,218,570,310,201
"rnr-2",313,214,289,349,390,647,414,744,397,218
"rnt-1",204,160,119,99,183,257,130,121,145,98
"rod-1",159,102,128,323,199,387,247,592,422,195
"rog-1",298,322,251,226,346,444,278,436,259,178
"rol-1",1,0,0,0,1,0,0,1,0,0
"rol-3",439,411,376,293,592,304,206,225,546,265
"rol-6",28,32,7,9,11,2,4,1,2,4
"rol-8",179,137,6,6,205,14,358,134,313,178
"rom-1",155,173,141,92,212,151,92,93,131,63
"rom-2",42,46,49,57,106,73,104,102,161,74
"rom-3",0,2,1,0,0,1,0,1,0,0
"rom-4",226,229,306,263,376,313,270,350,379,197
"rom-5",166,133,115,113,178,168,126,131,181,76
"romo-1",459,505,421,380,717,573,617,582,586,290
"rop-1",893,864,926,796,986,666,542,594,782,350
"row-1",470,466,418,351,625,511,431,538,702,372
"rpa-1",911,734,751,758,1043,899,605,852,1138,541
"rpa-2",521,492,532,491,590,668,458,510,917,492
"rpa-4",110,107,115,85,171,120,89,138,312,144
"rpac-19",683,493,395,407,642,549,642,585,512,276
"rpac-40",641,555,497,441,674,709,558,482,732,387
"rpb-10",138,143,176,159,349,233,227,213,310,176
"rpb-11",111,107,118,117,181,221,194,190,213,132
"rpb-12",220,207,192,166,345,320,283,264,283,163
"rpb-2",872,840,928,771,1392,906,814,1070,1489,755
"rpb-3",322,288,275,303,389,458,339,463,488,252
"rpb-4",306,284,273,248,376,430,525,566,383,226
"rpb-5",364,410,424,333,581,622,619,558,731,386
"rpb-6",296,294,432,329,596,664,545,451,680,419
"rpb-7",360,302,293,246,386,443,463,483,440,250
"rpb-8",312,334,347,254,509,440,533,532,490,275
"rpb-9",428,414,370,282,519,460,395,419,455,282
"rpc-1",481,451,593,510,705,597,547,658,1082,576
"rpc-11",343,308,232,198,295,356,233,215,258,131
"rpc-2",646,665,715,581,1094,810,692,825,1343,681
"rpc-25",254,273,260,213,359,192,230,259,283,136
"rpi-1",119,137,110,91,201,145,160,210,213,101
"rpi-2",55,46,45,32,63,36,30,41,53,23
"rpia-1",4694,4532,3600,3236,5493,8034,4611,3894,5239,2853
"rpl-1",30616,30172,25231,21674,37133,35516,30955,25297,37655,18211
"rpl-10",51281,50789,42250,36444,68095,69857,53817,39395,56165,32976
"rpl-11.1",6329,5236,2932,3028,5746,10965,4864,4377,3618,1680
"rpl-11.2",21137,21923,18361,15894,31062,27213,23283,16868,23954,14849
"rpl-12",33795,32806,27038,22957,41311,34982,25801,21068,32678,17334
"rpl-13",32984,32998,27235,23352,43786,45692,35448,28587,39093,20132
"rpl-14",17930,17442,14385,12381,23942,21127,16655,13242,18267,10383
"rpl-15",40611,42918,32073,28126,49493,52199,41989,32792,43476,24668
"rpl-16",25438,25213,20176,17494,33094,32511,27011,22150,31969,15431
"rpl-17",28648,29830,22949,20274,38963,35243,28506,22567,30638,17493
"rpl-18",28651,30347,22895,19615,35048,37131,32694,27199,37627,16813
"rpl-19",31659,31275,24341,21652,38757,44442,32114,25460,32922,18554
"rpl-2",20470,21324,16719,14473,27521,28341,24358,19935,28339,13481
"rpl-20",18173,17835,15191,13028,23795,22822,19156,16123,24822,11840
"rpl-21",19962,19437,17535,14534,28823,25184,19946,16707,25903,12874
"rpl-22",12313,13212,10770,8801,18007,15213,15203,11630,15266,8082
"rpl-23",24777,24153,21170,17393,30969,35677,25632,18914,25378,15851
"rpl-24.1",25500,24862,21537,17911,34714,31763,24280,19190,28692,16016
"rpl-25.1",9404,9975,8558,7230,13219,14437,12009,10145,14691,7009
"rpl-25.2",9278,8263,7963,6752,12739,10940,7291,6422,11077,5448
"rpl-26",13255,13542,11573,9780,19269,18800,15322,12158,17962,9295
"rpl-27",30167,31485,23935,20564,40411,37780,30934,25477,32360,17558
"rpl-28",12691,13083,10319,9090,16641,16911,13569,11146,15693,7913
"rpl-29",11365,10803,9011,7805,16251,10885,12206,10273,12567,5810
"rpl-3",65067,67729,53419,45974,90744,74858,65332,50410,69778,41709
"rpl-30",8849,8559,8437,7042,12605,11170,8666,7160,11362,5879
"rpl-31",13335,13496,11384,9335,17689,17435,16154,13141,20518,9540
"rpl-32",20934,20579,17738,15196,28403,29067,21946,16985,25653,14188
"rpl-33",18227,18200,15439,13514,25832,23899,19032,14758,22741,12819
"rpl-34",12901,12261,10957,9402,17928,17059,11909,9776,14893,8115
"rpl-35",16969,16840,14502,11860,22689,22751,17338,14487,23781,10786
"rpl-36",20128,18592,15772,13660,25575,28962,18518,14175,23607,13309
"rpl-36.A",22635,22887,16991,14806,30171,28754,24321,20220,28304,13821
"rpl-38",20237,19356,15858,14081,27547,23641,18452,15091,21565,10906
"rpl-39",11352,10772,8683,7761,15533,12932,12136,10491,12860,5960
"rpl-4",45827,48185,39725,33288,60144,59148,55832,47677,64727,30402
"rpl-41.1",366,311,233,217,390,407,454,364,435,209
"rpl-41.2",21805,21548,17949,15736,29539,25239,23813,20169,24733,12203
"rpl-42",6,5,9,5,4,1,5,4,3,5
"rpl-43",17412,17180,14037,12337,21679,23760,19981,15496,21057,10515
"rpl-5",32918,33985,26834,22996,42628,44463,40594,34847,46317,20889
"rpl-7",52082,53466,43840,37688,72981,69441,52120,40435,61379,36144
"rpl-7A",13501,14612,11233,9655,18277,17376,16593,14460,18084,7832
"rpl-9",20465,21243,17060,14543,26651,24937,21118,17881,26780,13775
"rpm-1",770,755,878,733,1490,866,822,1107,1131,585
"rpn-1",1315,1173,1556,1387,2023,1612,1194,1652,2074,1119
"rpn-10",1412,1388,1173,1040,1256,1795,1323,1246,1229,827
"rpn-11",2005,1765,1251,1304,1624,1928,1119,1204,1371,873
"rpn-12",770,777,773,608,1035,1096,758,737,963,510
"rpn-13",865,780,996,902,1338,1193,995,1000,1601,982
"rpn-2",1745,1563,1839,1633,2216,2025,1381,1852,2409,1328
"rpn-3",2015,1744,2232,1995,2829,2615,1711,1820,3464,1821
"rpn-5",891,920,1042,872,1423,1168,978,1076,1325,745
"rpn-6.1",1790,1649,2063,1562,2412,2543,1923,1882,2733,1612
"rpn-6.2",25,28,27,22,54,62,29,61,26,23
"rpn-7",1196,1119,1288,1067,1694,1763,1206,1304,1750,899
"rpn-8",2868,2613,3257,2786,3556,3654,3191,3173,7143,4104
"rpn-9",950,913,961,833,1308,1399,992,987,1326,790
"rpoa-1",1578,1481,1964,1752,2527,1400,1335,1859,3240,1577
"rpoa-12",182,171,186,157,260,200,231,261,299,202
"rpoa-2",258,319,309,302,521,444,396,520,873,379
"rpoa-49",213,200,191,193,314,257,164,213,413,180
"rpom-1",924,780,716,580,989,816,676,693,901,499
"rps-0",35898,37715,29419,25430,48788,46929,38059,30210,41352,22144
"rps-1",44633,45652,38296,31461,59468,54075,43878,33927,50177,27773
"rps-10",25557,26104,19770,17709,30024,34562,26896,20884,29036,15546
"rps-11",22103,21796,18775,15787,28740,30453,24029,18725,26592,13714
"rps-12",20650,21031,17473,15178,28289,28659,22199,16121,23545,13485
"rps-13",19881,19885,17586,14595,28503,25888,19958,15757,25084,14186
"rps-14",24540,23830,20425,17307,33344,32696,24280,18286,26878,16047
"rps-15",25526,25894,20197,17563,34037,31417,27855,22063,27757,15436
"rps-16",31377,31146,26272,22838,48655,58443,49985,37036,49729,30275
"rps-17",18007,18458,14462,11907,23646,19762,17906,14510,20235,10306
"rps-18",16663,17346,14204,11933,22795,21717,18303,14138,19129,11552
"rps-19",21081,21669,16443,14304,26888,28922,21557,16106,20852,12669
"rps-2",30141,32182,22943,20991,35671,40647,38015,28940,36950,20504
"rps-20",29173,29478,23909,19910,35885,37481,29410,22432,28230,16300
"rps-21",9900,9298,8373,7249,14006,12438,9138,7334,10803,6340
"rps-22",14747,15269,12424,10461,19786,19352,15965,12204,17290,8916
"rps-23",35269,34477,29556,24885,46178,44684,33931,24917,34708,20481
"rps-24",26633,25286,20824,18061,33464,28990,22127,18121,26496,14745
"rps-25",36308,36083,28662,24993,47136,45734,36090,26322,37665,21098
"rps-26",14521,14963,11944,10186,19503,19650,15751,13068,20386,9923
"rps-27",9610,9379,8035,7266,12725,11824,9303,8019,11066,6039
"rps-28",11922,11641,9368,8289,16014,12043,10520,8941,13106,6356
"rps-29",8341,7832,7144,6055,10200,12083,9352,7967,11602,5481
"rps-3",33838,35152,26911,22555,43048,46512,37816,27207,35439,21169
"rps-30",19334,18611,14404,13179,23193,24354,18726,15529,25266,11748
"rps-4",27589,28405,26086,21381,40367,38196,34513,29155,42120,19892
"rps-5",27035,27828,21973,18685,36352,36988,31197,24043,34332,18458
"rps-6",36090,36880,27645,24153,45391,44327,37508,30936,48139,23750
"rps-7",31126,30811,26849,22198,41913,40143,28611,22836,35856,20300
"rps-8",65879,65592,52016,43848,82870,83843,57434,44057,61332,37358
"rps-9",30745,30334,25605,21684,40278,39772,33018,23129,29771,18359
"rpt-1",1291,1261,1321,1165,1800,1854,1416,1419,2099,1190
"rpt-2",1498,1339,1157,1177,1811,2053,1348,1350,1845,1109
"rpt-3",913,921,991,871,1384,1188,981,982,1469,867
"rpt-4",1227,1284,1190,1179,1837,1572,1197,1144,1779,1055
"rpt-5",1271,1129,1225,1039,1662,1774,1257,1360,1833,1021
"rpt-6",771,815,886,797,1083,1042,868,933,1347,699
"rpy-1",575,572,484,345,492,493,343,388,444,210
"rrbs-1",10216,9292,6281,6223,9405,9433,6369,6204,7541,3962
"rrc-1",253,225,155,115,188,157,88,116,225,114
"rrf-1",461,502,390,319,586,415,405,506,698,338
"rrf-2",854,830,756,639,1661,638,483,588,2266,1013
"rrf-3",354,306,345,308,503,426,366,511,741,343
"rsa-1",78,72,58,95,92,210,142,249,122,85
"rsa-2",69,61,62,137,87,186,124,255,179,97
"rsbp-1",729,686,720,563,995,600,419,485,993,511
"rsd-2",945,1045,1576,1206,1677,1750,1683,1948,1631,1012
"rsd-3",3148,2906,1851,1782,2437,3500,2367,2321,3308,1618
"rsd-6",718,622,666,560,863,803,596,694,849,510
"rsef-1",2,5,1,3,11,16,12,24,22,8
"rsf-1",991,965,883,685,1082,866,570,607,947,488
"rskd-1",970,893,934,801,1284,768,499,593,1093,525
"rskn-1",1901,1874,1494,1270,2609,1779,1031,1454,2092,988
"rskn-2",2900,2903,2425,2016,3513,2092,1579,1610,2324,1151
"rsks-1",2827,2602,2988,2545,3178,2558,2142,2315,3205,1634
"rsp-1",581,623,733,615,1110,1015,781,837,1200,632
"rsp-2",660,630,792,686,1090,1509,1263,1298,2044,1009
"rsp-3",1516,1637,1774,1360,2241,2393,2440,2161,2857,1493
"rsp-4",384,379,444,376,504,586,419,498,680,435
"rsp-5",354,401,416,345,594,581,477,490,577,311
"rsp-6",881,895,881,758,1154,1642,1230,1281,1559,874
"rsp-7",700,677,864,639,1050,1062,888,854,1026,585
"rsp-8",755,693,723,659,1258,922,764,881,1326,646
"rsr-1",274,257,348,308,516,416,426,524,569,247
"rsr-2",358,354,410,344,488,627,570,554,611,346
"rsu-1",378,374,299,235,494,276,222,246,291,160
"rsy-1",638,586,635,541,1411,723,619,824,1421,730
"rtcb-1",138,144,128,116,179,156,151,210,210,107
"rtel-1",261,213,261,231,430,358,300,397,408,218
"rtfo-1",863,820,918,719,1185,993,957,1138,1215,617
"rund-1",166,170,127,99,249,161,91,129,229,134
"ruvb-1",462,449,555,451,756,712,532,565,832,463
"ruvb-2",279,252,316,298,483,497,394,386,576,361
"sac-1",621,622,694,638,935,704,692,754,1159,631
"sacy-1",335,323,318,306,535,384,281,408,548,292
"sad-1",731,731,719,518,918,544,413,489,833,436
"saeg-1",1463,1349,1652,1281,2204,1716,1487,1732,2882,1510
"saeg-2",352,349,323,310,424,489,322,337,465,265
"sago-1",823,822,774,599,1164,953,954,960,1219,630
"sam-10",667,672,746,561,948,613,596,801,831,417
"sam-4",318,355,323,291,499,419,317,349,483,269
"samp-1",316,304,349,305,476,375,271,423,534,293
"sams-1",2946,2506,4354,3189,5217,2786,2151,2261,4990,2511
"sams-3",177,192,258,184,430,178,183,191,365,199
"sams-4",607,618,631,513,2132,529,462,478,811,428
"sams-5",260,324,224,197,350,474,288,323,430,257
"samt-1",86,89,90,65,179,176,118,132,250,126
"san-1",102,73,65,86,93,172,166,253,109,72
"sand-1",178,148,147,168,185,219,193,273,201,130
"sao-1",481,460,547,476,770,672,610,833,1088,612
"sap-49",401,350,313,324,498,417,381,461,536,320
"saps-1",416,434,523,466,741,600,463,554,985,560
"sar-1",1548,1459,2080,1452,2557,2246,2038,1731,4064,2124
"sars-1",10402,9174,7037,6297,8145,8697,5416,5080,6610,3913
"sars-2",427,433,417,343,593,363,369,362,401,211
"sart-3",364,332,408,329,429,495,407,497,619,266
"sas-1",119,104,103,97,134,153,106,187,167,96
"sas-5",66,45,59,89,83,167,98,178,120,91
"sas-6",121,100,119,138,176,219,123,207,224,162
"sas-7",220,197,277,239,270,215,146,218,308,175
"sav-1",177,180,125,129,252,191,165,163,228,147
"sax-1",1018,894,645,657,930,762,580,620,927,507
"sax-2",1842,1596,1694,1447,2174,1091,801,1062,1547,812
"sax-3",1290,1200,1262,967,1605,960,862,1029,1026,517
"sax-7",1184,1096,1360,1079,1541,826,742,1307,1230,664
"sbds-1",451,378,380,351,607,429,399,395,519,297
"sbp-1",501,527,493,361,513,370,307,343,411,213
"sbt-1",7311,7905,7124,5934,11520,7978,7842,6533,10777,5711
"sca-1",22095,23073,20487,18225,34857,22139,28252,25095,30878,13785
"scav-1",577,564,593,481,1136,1464,1505,1136,1979,981
"scav-2",5839,6203,6025,4424,5486,3684,2159,2504,3811,1907
"scav-3",1620,1521,1768,1519,2342,1335,989,1004,2058,1077
"scav-4",12,18,16,11,32,30,23,15,52,16
"scav-5",12,12,15,5,3,8,10,10,2,5
"scav-6",409,459,343,273,299,375,454,453,487,215
"scbp-2",73,103,82,65,114,98,150,131,96,49
"scc-1",21,19,30,68,48,133,67,168,86,70
"scc-3",340,319,391,433,634,513,405,643,821,434
"scd-1",4608,4521,7954,6445,7494,5163,4167,5391,10844,5915
"scd-2",438,457,341,316,598,320,291,391,634,304
"scl-1",2,1,1,3,3,3,2,3,1,0
"scl-10",1,1,0,0,0,0,0,0,0,0
"scl-11",1499,2505,3968,3224,11819,8247,20060,13555,18246,7803
"scl-12",3123,5053,8117,6859,25367,6735,15031,9265,21870,10406
"scl-13",3875,5419,7205,6384,20172,7563,11299,8364,11759,5462
"scl-14",2,0,1,0,0,1,1,2,1,1
"scl-19",14,8,7,9,1,0,0,1,6,0
"scl-2",145,164,191,130,187,44,61,50,25,39
"scl-20",22,44,38,36,134,259,136,132,178,105
"scl-21",219,271,422,281,498,456,481,379,584,287
"scl-23",33,31,31,20,39,18,21,25,23,15
"scl-24",76,47,26,31,180,17,4,6,14,4
"scl-25",18,22,21,9,50,1,2,2,3,2
"scl-26",0,0,0,0,0,0,0,1,0,1
"scl-27",10,11,5,7,2,0,1,3,2,1
"scl-3",40,36,34,32,89,28,29,33,68,33
"scl-5",21,14,10,11,25,24,15,24,20,11
"scl-6",0,2,0,0,1,0,0,0,0,0
"scl-8",0,0,0,0,0,1,0,0,2,0
"scl-9",2,0,0,0,1,0,0,0,2,0
"scm-1",971,1001,1121,806,1265,957,690,845,1209,626
"sco-1",231,256,279,258,307,311,275,282,327,178
"scp-1",991,850,829,763,1366,723,620,717,1363,683
"scpl-1",2153,2226,2338,1928,3593,2733,2713,2793,3584,1854
"scpl-3",606,637,570,458,823,328,262,257,545,270
"scpl-4",801,882,1002,821,1259,1106,988,967,2101,1188
"scrm-1",717,715,766,597,849,376,580,535,1024,472
"scrm-2",61,51,36,22,63,23,19,30,37,18
"scrm-3",105,81,42,46,54,61,47,57,73,39
"scrm-4",255,286,224,187,424,194,179,236,278,136
"scrm-5",1,0,0,0,1,1,0,0,0,0
"scrm-7",1,0,0,1,0,2,0,0,0,0
"scrm-8",2,2,0,0,0,0,0,0,0,0
"scrt-1",0,1,0,0,0,1,0,0,0,0
"scvp-1",0,0,0,0,2,0,7,3,1,0
"sdc-1",107,117,103,72,161,92,83,122,154,84
"sdc-2",702,669,611,546,913,484,452,545,912,465
"sdc-3",329,270,290,266,456,287,245,265,482,210
"sdf-9",3,1,2,2,2,3,1,2,1,5
"sdha-1",965,978,1333,955,1499,906,1036,1064,2637,1304
"sdha-2",93,75,109,126,155,226,145,209,241,130
"sdhb-1",1148,1066,1074,912,1281,1288,1019,1046,1740,923
"sdhd-1",359,319,451,354,698,445,444,439,756,419
"sdn-1",1723,1747,1523,1162,2006,1109,815,800,972,515
"sdpn-1",464,386,491,428,679,855,520,496,813,463
"sds-22",376,343,363,302,452,398,381,415,462,251
"sdz-1",5,2,4,1,1,3,2,3,5,1
"sdz-11",1,1,1,4,2,2,5,4,6,3
"sdz-13",0,0,0,0,1,1,1,2,0,2
"sdz-14",0,0,0,1,1,0,0,0,1,0
"sdz-15",2,2,0,0,0,0,0,1,0,1
"sdz-16",0,1,0,0,2,1,0,0,0,0
"sdz-19",1,2,3,1,0,1,0,2,3,0
"sdz-2",0,0,0,0,1,6,0,0,0,0
"sdz-21",0,2,0,0,0,1,1,2,0,0
"sdz-23",0,0,0,0,0,0,0,0,2,0
"sdz-24",17,20,18,9,81,7,17,16,37,33
"sdz-26",14,17,15,9,18,5,7,5,13,17
"sdz-27",67,59,48,109,91,190,426,495,121,89
"sdz-28",0,0,0,1,0,0,0,3,1,0
"sdz-30",0,0,0,0,1,0,0,1,1,0
"sdz-31",0,0,0,0,1,0,6,2,0,0
"sdz-32",0,2,0,2,0,0,0,1,0,0
"sdz-33",10,6,13,6,8,10,5,6,13,4
"sdz-35",17,8,13,13,6,3,3,3,10,3
"sdz-36",0,0,0,0,0,0,0,3,0,0
"sdz-37",0,3,0,0,2,1,0,0,1,1
"sdz-38",8,8,6,4,10,2,9,14,6,3
"sdz-4",1,0,1,0,0,0,0,2,1,1
"sdz-5",0,0,0,0,0,0,1,2,0,0
"sdz-8",255,229,229,149,375,176,201,142,110,61
"sea-1",2,0,0,4,0,5,11,18,8,3
"sea-2",2664,2187,2714,2141,3431,1640,1738,2424,1527,781
"seb-2",32,26,22,12,29,38,33,45,56,20
"seb-3",551,589,471,376,742,380,446,441,832,394
"sec-10",360,367,334,266,492,355,461,501,492,271
"sec-12",504,465,542,402,901,458,382,459,723,427
"sec-15",230,206,182,124,249,143,156,151,222,138
"sec-16",955,871,1288,1038,1637,908,836,1165,1173,613
"sec-20",172,169,148,141,284,161,135,137,239,129
"sec-22",181,176,205,154,277,233,239,213,456,224
"sec-23",798,791,1000,804,1609,957,1031,1275,1750,920
"sec-24.1",1668,1545,2596,1825,3131,1802,1598,1866,2812,1543
"sec-24.2",627,522,716,591,952,644,624,772,945,492
"sec-3",236,221,227,170,272,206,241,243,306,169
"sec-31",628,627,724,558,1009,625,459,606,1063,599
"sec-5",425,385,381,349,507,419,381,466,561,276
"sec-6",391,328,375,335,555,465,394,466,566,320
"sec-61",1957,1955,3793,2426,4275,2410,3377,3019,4646,2271
"sec-8",296,298,264,266,400,356,264,348,408,228
"secs-1",81,63,89,70,134,132,95,126,159,79
"sedl-1",84,68,88,78,119,91,70,75,118,62
"sek-1",2798,2768,1592,1581,2139,2633,1812,1746,2084,1136
"sek-3",342,345,393,282,489,355,362,329,499,278
"sek-4",127,118,67,89,134,83,85,115,63,30
"sek-5",8,5,2,3,10,0,7,4,4,3
"sek-6",38,61,28,32,39,30,21,37,32,20
"sel-1",1299,1337,1610,1192,1908,1234,1156,1313,2135,1114
"sel-10",504,484,621,536,736,659,499,689,1069,518
"sel-11",1109,972,865,808,1165,1101,790,933,1312,626
"sel-12",117,109,137,102,172,125,102,126,281,137
"sel-13",221,194,221,209,306,286,214,241,339,166
"sel-2",6574,5822,5862,4605,4524,2517,1756,2507,3036,1523
"sel-5",523,563,579,531,749,639,522,698,927,491
"sel-7",1281,1290,1105,936,2591,1798,1123,1259,1960,910
"sel-8",169,132,119,132,335,129,121,215,186,88
"sel-9",2064,1809,1351,1244,1951,1696,1302,1207,1444,840
"seld-1",201,198,159,133,226,153,98,109,131,64
"selt-1.1",1206,1045,876,769,1221,1234,865,857,1160,596
"selt-1.2",0,1,0,0,1,1,1,1,0,2
"sem-2",35,38,45,36,94,52,40,37,53,28
"sem-4",2105,1986,2362,1815,3780,1868,1652,1960,3402,1906
"sem-5",401,306,268,229,368,303,235,238,383,200
"sep-1",88,82,75,176,122,334,203,445,229,159
"sepa-1",1,0,0,0,0,1,2,4,1,0
"ser-1",44,38,44,41,60,51,51,57,71,36
"ser-2",139,143,121,94,164,123,132,186,210,106
"ser-4",289,350,276,238,388,367,314,346,378,201
"ser-6",112,119,120,75,142,57,71,64,104,61
"ser-7",42,41,54,16,53,37,36,53,59,26
"sesn-1",950,928,942,807,1155,661,432,446,925,479
"set-1",414,362,406,336,535,438,456,577,548,288
"set-10",135,134,118,93,123,105,94,103,152,97
"set-11",13,21,18,12,33,18,16,13,12,7
"set-12",34,39,18,26,43,20,13,8,10,7
"set-13",3,0,2,0,3,1,0,1,0,0
"set-14",211,166,194,158,260,226,194,229,294,197
"set-15",58,60,49,36,77,31,25,21,36,21
"set-16",1084,993,1262,1020,2012,1280,1227,1758,1377,716
"set-17",318,306,315,263,441,376,276,347,458,238
"set-18",380,355,285,256,320,193,130,164,193,107
"set-19",8,10,6,7,17,18,11,28,19,5
"set-2",354,324,421,381,550,373,306,463,635,365
"set-20",4,5,4,1,11,1,6,7,6,6
"set-21",48,43,50,62,66,58,39,61,50,35
"set-22",29,18,25,53,23,77,71,143,54,49
"set-23",106,109,88,79,143,125,116,116,107,60
"set-24",9,4,11,24,26,74,32,99,67,28
"set-25",113,102,108,109,162,142,171,235,259,149
"set-26",501,436,539,489,815,545,513,741,643,285
"set-27",232,244,226,161,268,158,148,160,185,103
"set-28",0,0,0,0,1,0,0,5,0,1
"set-29",93,98,117,84,157,118,89,95,101,54
"set-3",183,164,213,170,251,283,214,265,372,216
"set-30",1418,1596,744,717,928,397,344,352,332,191
"set-31",64,61,56,53,108,90,79,115,113,49
"set-32",27,10,11,28,36,42,31,48,39,15
"set-33",2,0,1,0,1,1,1,0,0,1
"set-4",122,159,141,150,174,191,155,220,261,145
"set-5",30,23,35,49,55,104,47,96,109,41
"set-9",34,32,33,65,50,136,107,235,79,51
"seu-1",654,584,818,707,1056,907,695,913,1290,758
"sex-1",33,19,14,19,24,26,13,35,21,9
"sfa-1",1026,1014,1056,924,1536,1083,964,1121,1823,922
"sfrp-1",30,30,22,13,35,27,6,10,16,8
"sft-1",155,177,189,125,298,201,196,202,208,88
"sft-4",1088,1031,1146,856,1619,924,731,702,1775,1004
"sftb-1",707,663,871,721,1221,979,759,989,1372,712
"sftb-2",757,766,1028,857,1204,1123,941,1039,1375,757
"sftd-3",221,246,233,198,407,344,355,363,411,210
"sfxn-1.1",0,1,0,0,3,1,1,1,1,0
"sfxn-1.2",2,7,2,1,12,10,2,5,3,1
"sfxn-1.4",2,2,1,3,5,10,1,6,2,3
"sfxn-1.5",140,108,80,80,198,186,109,105,163,94
"sfxn-2",84,99,93,72,125,79,82,84,98,56
"sfxn-5",557,638,595,400,813,750,482,526,750,386
"sgca-1",274,269,213,173,246,169,78,86,169,79
"sgcb-1",9,17,23,10,30,9,18,11,25,11
"sgk-1",231,189,180,151,199,269,169,174,225,136
"sgn-1",106,125,122,81,170,93,104,92,124,53
"sgo-1",56,42,47,70,71,116,55,123,97,54
"sgt-1",1076,985,1281,1068,1772,1356,1101,1200,2069,975
"shc-1",452,461,460,384,989,393,264,364,568,306
"shc-2",359,369,328,284,379,323,189,220,228,131
"shk-1",685,652,671,501,837,863,584,722,1209,626
"shl-1",197,241,184,140,263,158,166,178,201,104
"shn-1",1508,1342,1844,1395,2406,1007,974,1211,1468,763
"shw-1",758,868,726,572,853,1133,1051,1252,1091,594
"shw-3",211,310,224,166,342,232,313,380,408,187
"siah-1",1707,1470,1517,1395,1923,2172,1309,1621,2123,1153
